,restaurent,online_order,book_table,rating,votes,location,rest_type,food_type,cost,type,city
5226,Lassi Shop,Yes,No,3.8,83,Indiranagar,"Dessert Parlor, Beverage Shop","Beverages, Juices, Ice Cream",100,Delivery,Brigade Road
5227,Kitchen of Joy,Yes,No,4.1,569,Indiranagar,Quick Bites,"Fast Food, Bengali, Rolls",400,Delivery,Brigade Road
5228,Desi Vdesi,Yes,No,3.9,113,Shanti Nagar,Quick Bites,"Fast Food, North Indian, Rolls",250,Delivery,Brigade Road
5229,Haji Ali Juice Centre,Yes,No,4.0,78,Commercial Street,"Quick Bites, Beverage Shop","Fast Food, Pizza, Rolls, Beverages, Juices",350,Delivery,Brigade Road
5230,Domino's Pizza,Yes,No,3.9,117,MG Road,Quick Bites,"Pizza, Fast Food",800,Delivery,Brigade Road
5231,Mama Mia!,Yes,No,4.3,422,Indiranagar,"Dessert Parlor, Cafe","Desserts, Cafe",400,Delivery,Brigade Road
5232,Shaadi Ki Biryani,Yes,No,2.8,296,Commercial Street,Casual Dining,Biryani,600,Delivery,Brigade Road
5233,Taste of Nepal,Yes,No,3.5,22,Koramangala 8th Block,Quick Bites,"Nepalese, Momos, Chinese",350,Delivery,Brigade Road
5234,Shiro,Yes,Yes,4.4,2229,Lavelle Road,"Fine Dining, Lounge","Japanese, Asian",3000,Delivery,Brigade Road
5235,Five Star Chicken,Yes,No,3.5,11,Wilson Garden,Quick Bites,"Fast Food, Burger",200,Delivery,Brigade Road
5236,Thai House,Yes,No,4.2,127,Brigade Road,Casual Dining,Thai,700,Delivery,Brigade Road
5237,InnerChef,Yes,No,3.7,270,Indiranagar,Delivery,"North Indian, Continental",500,Delivery,Brigade Road
5238,Karavali Kolimane,Yes,No,3.7,28,Wilson Garden,Quick Bites,"Mangalorean, Chinese, North Indian",350,Delivery,Brigade Road
5239,Roll Er Dokaan,Yes,No,3.3,18,Brigade Road,Quick Bites,"Street Food, Rolls",300,Delivery,Brigade Road
5240,Durga Sagar,Yes,No,3.3,8,Shanti Nagar,Quick Bites,South Indian,150,Delivery,Brigade Road
5241,Steaming Mugs,Yes,No,3.9,241,Basavanagudi,Cafe,Cafe,700,Delivery,Brigade Road
5242,NH7 Refuel,Yes,No,3.5,17,Ulsoor,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,Brigade Road
5243,Royanna Military Canteen,Yes,No,3.5,0,Brigade Road,Quick Bites,"South Indian, Biryani",200,Delivery,Brigade Road
5244,Church Street Social,Yes,No,4.3,7544,Church Street,Lounge,"American, North Indian, Chinese, Finger Food, Momos",1500,Delivery,Brigade Road
5245,Mad Over Donuts,Yes,No,3.9,148,Brigade Road,Food Court,"Bakery, Desserts, Beverages",450,Delivery,Brigade Road
5246,Sheesh Kebab,Yes,No,4.1,68,Frazer Town,Casual Dining,North Indian,700,Delivery,Brigade Road
5247,Just Shawarma,Yes,No,3.8,110,Ulsoor,Quick Bites,Arabian,300,Delivery,Brigade Road
5248,Bangaliana,Yes,No,3.7,11,Indiranagar,Quick Bites,Bengali,500,Delivery,Brigade Road
5249,The Belgian Waffle Co.,Yes,No,4.0,71,Indiranagar,Dessert Parlor,Desserts,400,Delivery,Brigade Road
5251,Taco Bell,Yes,No,3.8,30,Brigade Road,Quick Bites,"Mexican, American, Fast Food",600,Delivery,Brigade Road
5252,Bangalore Masala House,Yes,No,4.2,255,Vasanth Nagar,Cafe,"Cafe, Continental, Fast Food",500,Delivery,Brigade Road
5253,Classic Lassi Shop,Yes,No,3.5,43,Ulsoor,Beverage Shop,"Beverages, Ice Cream",150,Delivery,Brigade Road
5254,Fruit Face,Yes,No,3.6,21,Indiranagar,"Quick Bites, Beverage Shop","Fast Food, Street Food, Beverages",300,Delivery,Brigade Road
5255,Sweet Truth,Yes,No,4.2,50,Koramangala 8th Block,Delivery,"Bakery, Desserts",500,Delivery,Brigade Road
5256,Green Theory,Yes,Yes,4.2,2840,Residency Road,"Casual Dining, Cafe","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Delivery,Brigade Road
5257,Srinidhi Sagar Food Line,Yes,No,3.7,129,Indiranagar,Quick Bites,"South Indian, North Indian, Chinese",40,Delivery,Brigade Road
5258,Jars,Yes,No,3.8,28,Vasanth Nagar,Delivery,"Healthy Food, Beverages",650,Delivery,Brigade Road
5259,Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.2,131,Brigade Road,Dessert Parlor,"Ice Cream, Desserts",180,Delivery,Brigade Road
5260,Ibaco,Yes,No,4.0,289,Indiranagar,Dessert Parlor,Desserts,300,Delivery,Brigade Road
5261,Sreeraj Lassi Bar,Yes,No,3.9,61,Shanti Nagar,Beverage Shop,"Beverages, Desserts",150,Delivery,Brigade Road
5262,Hungerbreak 24,Yes,No,3.1,7,Koramangala 8th Block,Delivery,"North Indian, South Indian, Maharashtrian",500,Delivery,Brigade Road
5263,The Egg Factory,Yes,No,4.2,1764,St. Marks Road,Casual Dining,"Continental, American",750,Delivery,Brigade Road
5264,Firewood Biryani,Yes,No,3.9,454,Residency Road,Quick Bites,"Biryani, Kebab, Rolls",400,Delivery,Brigade Road
5265,Sweet Chariot,Yes,No,3.8,111,Cunningham Road,Dessert Parlor,"Bakery, Fast Food",500,Delivery,Brigade Road
5266,Venus Biryani,Yes,No,3.0,144,Domlur,Quick Bites,"Biryani, Chinese",200,Delivery,Brigade Road
5267,Dolci Desserts,Yes,No,4.3,652,Cunningham Road,"Cafe, Dessert Parlor","Cafe, Desserts",750,Delivery,Brigade Road
5268,Sangam Sweets,Yes,No,3.1,26,Seshadripuram,Sweet Shop,"Mithai, Street Food",200,Delivery,Brigade Road
5270,Kartik's Mithai Shoppe,Yes,No,4.1,110,Indiranagar,"Quick Bites, Sweet Shop","Mithai, Street Food",150,Delivery,Brigade Road
5271,Desi Deck,Yes,Yes,3.9,96,Brigade Road,"Casual Dining, Bar","Mughlai, North Indian, Desserts",1300,Delivery,Brigade Road
5272,UBCR,Yes,No,3.3,5,Indiranagar,"Cafe, Quick Bites","Italian, American, Chinese, Arabian, North Indian, Cafe",350,Delivery,Brigade Road
5273,Hoppipola,Yes,No,4.3,1703,Church Street,Lounge,"Continental, Mediterranean, European",1300,Delivery,Brigade Road
5274,Hushy's Kitchen,Yes,No,3.5,58,Shanti Nagar,Quick Bites,Fast Food,300,Delivery,Brigade Road
5275,The Cake City,Yes,No,3.2,4,Shanti Nagar,"Quick Bites, Bakery","Chinese, Continental, Desserts, Bakery",300,Delivery,Brigade Road
5276,Hatti Kaapi,Yes,No,3.8,30,Ulsoor,Quick Bites,"South Indian, Beverages",200,Delivery,Brigade Road
5277,Mount View Fast Food,Yes,No,3.3,4,Vasanth Nagar,Takeaway,"Fast Food, Street Food",100,Delivery,Brigade Road
5278,Chichaba's Taj,Yes,No,3.9,442,Frazer Town,Casual Dining,"Biryani, North Indian, Mughlai",600,Delivery,Brigade Road
5279,99 Pancakes,Yes,No,4.1,41,Church Street,Dessert Parlor,"Desserts, Ice Cream",150,Delivery,Brigade Road
5280,Beijing Bites,Yes,No,3.8,262,Richmond Road,Casual Dining,"Chinese, Thai",850,Delivery,Brigade Road
5281,Kabab Korner,Yes,No,3.9,205,St. Marks Road,Casual Dining,"North Indian, Chinese, Fast Food",500,Delivery,Brigade Road
5282,Oh My Chaat,Yes,No,3.1,18,Frazer Town,Quick Bites,Street Food,300,Delivery,Brigade Road
5283,YumYumSouth,Yes,No,3.5,38,Indiranagar,Delivery,South Indian,600,Delivery,Brigade Road
5284,Foodhall,Yes,No,4.0,113,MG Road,Casual Dining,"Italian, Bakery, Fast Food",1000,Delivery,Brigade Road
5285,Hotel Empark,Yes,No,3.4,16,Wilson Garden,Casual Dining,"Chinese, North Indian, Arabian",800,Delivery,Brigade Road
5286,Wolf'ish,Yes,No,4.1,459,Church Street,Cafe,"Cafe, American, Italian, Pizza, Burger",700,Delivery,Brigade Road
5287,Alibaba Cafe and Restaurant,Yes,No,3.9,450,Frazer Town,Casual Dining,"Arabian, Middle Eastern",700,Delivery,Brigade Road
5288,Infinitea Tea Room & Tea Store,Yes,Yes,4.3,858,Cunningham Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Salad, Momos",1000,Delivery,Brigade Road
5289,Goli Vada Pav No. 1,Yes,No,3.5,33,Ulsoor,Quick Bites,Street Food,200,Delivery,Brigade Road
5290,Ooty Chocolates,Yes,No,3.8,55,Indiranagar,Dessert Parlor,Desserts,300,Delivery,Brigade Road
5291,Arya Bhavan Sweets,Yes,No,3.2,9,Vasanth Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian",300,Delivery,Brigade Road
5292,Amande Patisserie,Yes,No,4.2,231,Lavelle Road,"Bakery, Dessert Parlor","Bakery, French, Desserts",300,Delivery,Brigade Road
5293,Qissa Khawani,Yes,No,4.4,319,Church Street,Casual Dining,"North Indian, Mughlai",800,Delivery,Brigade Road
5294,Ayda Persian Kitchen,Yes,No,3.9,224,Church Street,Casual Dining,"North Indian, Iranian",950,Delivery,Brigade Road
5295,Sri Krishna Sweets,Yes,No,3.7,32,Indiranagar,Sweet Shop,Mithai,250,Delivery,Brigade Road
5296,Tewari Bros Mithai Shoppie,Yes,No,3.8,59,Commercial Street,Sweet Shop,"Fast Food, Mithai",300,Delivery,Brigade Road
5297,Kolkatta Famous Chat,Yes,No,3.7,23,Indiranagar,Quick Bites,"Street Food, North Indian",100,Delivery,Brigade Road
5298,Cookie Man,Yes,No,3.4,36,Brigade Road,Dessert Parlor,Bakery,150,Delivery,Brigade Road
5299,Cafe Coffee Day,Yes,No,3.3,65,Brigade Road,Cafe,"Cafe, Fast Food",900,Delivery,Brigade Road
5301,Vinny's,Yes,No,3.9,206,Brigade Road,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Delivery,Brigade Road
5302,Sagar Delicacy,Yes,No,3.9,87,Ulsoor,Casual Dining,"North Indian, Chinese, Fast Food, Street Food",500,Delivery,Brigade Road
5303,Platter,Yes,No,2.9,26,Residency Road,Quick Bites,"Street Food, Juices",300,Delivery,Brigade Road
5305,The Adukkala Restaurant,Yes,No,3.6,40,Brigade Road,Casual Dining,Kerala,500,Delivery,Brigade Road
5306,Carnival de Goa,Yes,Yes,4.2,980,Ulsoor,"Casual Dining, Bar","Goan, Mangalorean, Pizza",1000,Delivery,Brigade Road
5307,McDonald's,Yes,No,3.7,184,Brigade Road,Quick Bites,"Burger, Fast Food",500,Delivery,Brigade Road
5308,Northern Route,Yes,No,4.1,159,St. Marks Road,Quick Bites,"North Indian, Street Food",300,Delivery,Brigade Road
5309,Quench & Crunch,Yes,No,3.6,21,Shanti Nagar,Beverage Shop,"Beverages, Fast Food",150,Delivery,Brigade Road
5310,INDULGE by InnerChef,Yes,No,3.5,27,Indiranagar,Bakery,"Desserts, Bakery",400,Delivery,Brigade Road
5311,The Open Box,Yes,Yes,4.2,2270,St. Marks Road,"Casual Dining, Bar","European, North Indian, Mediterranean, Asian, Salad",1400,Delivery,Brigade Road
5312,Chickpet Donne Biryani House,Yes,No,3.7,44,Commercial Street,Quick Bites,Biryani,250,Delivery,Brigade Road
5313,Toscano,Yes,Yes,4.4,1840,Lavelle Road,Casual Dining,"Italian, Salad",1500,Delivery,Brigade Road
5314,Foreign Caf,Yes,No,3.1,54,Indiranagar,Delivery,Continental,500,Delivery,Brigade Road
5315,Dakshin Biryani & Tiffin,Yes,No,3.4,334,Indiranagar,Casual Dining,"Andhra, South Indian, North Indian",550,Delivery,Brigade Road
5316,Pizza Stop,Yes,No,3.5,73,Lavelle Road,Kiosk,"Pizza, Italian",600,Delivery,Brigade Road
5317,Mudpipe Cafe,Yes,No,4.2,739,Cunningham Road,Cafe,"Cafe, Continental, Italian, Burger",750,Delivery,Brigade Road
5318,Baskin Robbins,Yes,No,3.1,21,Frazer Town,Dessert Parlor,"Ice Cream, Desserts",250,Delivery,Brigade Road
5320,Fabcafe,Yes,Yes,4.1,54,MG Road,Cafe,"Cafe, Healthy Food",800,Delivery,Brigade Road
5321,Chocolate D'Luxe,Yes,No,4.1,183,Lavelle Road,Dessert Parlor,Desserts,550,Delivery,Brigade Road
5322,Chilli Chicken,Yes,No,3.1,7,Brigade Road,Quick Bites,Fast Food,500,Delivery,Brigade Road
5323,NoLimmits Lounge and Club,Yes,Yes,4.0,2103,Brigade Road,Club,"Chinese, Continental, North Indian, Burger, Pizza",2000,Delivery,Brigade Road
5324,Delisias,No,No,4.0,0,Brigade Road,Bakery,Bakery,400,Delivery,Brigade Road
5325,Masale Daan,Yes,No,3.2,5,Richmond Road,Delivery,North Indian,350,Delivery,Brigade Road
5326,Hotel Rangoon,Yes,No,3.7,17,Ulsoor,Quick Bites,Burmese,300,Delivery,Brigade Road
5327,Drunken Monkey,Yes,No,3.5,8,Frazer Town,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Delivery,Brigade Road
5328,Mangalore pearl - Seafood Restaurant,Yes,No,4.3,94,Ulsoor,Casual Dining,"Mangalorean, Seafood",550,Delivery,Brigade Road
5329,The Wok Shop,Yes,No,3.4,7,Ulsoor,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Delivery,Brigade Road
5330,Chaitanya Veg,Yes,No,3.2,5,Shivajinagar,Quick Bites,South Indian,300,Delivery,Brigade Road
5331,20 Feet High,Yes,Yes,4.0,932,Church Street,"Casual Dining, Bar","American, Continental, Steak, Salad",1000,Delivery,Brigade Road
5332,World In A Bowl,Yes,No,2.8,34,Indiranagar,Delivery,"Continental, North Indian, Desserts, Beverages",600,Delivery,Brigade Road
5333,Bean Flickers,Yes,No,4.3,392,Indiranagar,Cafe,"Cafe, American, Fast Food, Coffee, Continental",700,Delivery,Brigade Road
5334,7 Plates,Yes,No,3.9,169,Frazer Town,Quick Bites,"North Indian, Mughlai, Rolls, Fast Food",600,Delivery,Brigade Road
5335,Munchies,Yes,No,3.9,64,Brigade Road,"Quick Bites, Bakery","Fast Food, Bakery",250,Delivery,Brigade Road
5337,Rasovara,Yes,Yes,4.3,763,Lavelle Road,Casual Dining,"Rajasthani, North Indian",1400,Delivery,Brigade Road
5338,Kenz Karam,Yes,No,3.5,10,Frazer Town,"Takeaway, Delivery","Desserts, Beverages",300,Delivery,Brigade Road
5339,Kobe Sizzlers,Yes,No,4.1,1117,Brigade Road,Casual Dining,"American, Continental, Fast Food, Steak",1500,Delivery,Brigade Road
5340,Cafe Idly,Yes,No,3.7,81,Frazer Town,Quick Bites,"South Indian, Fast Food",200,Delivery,Brigade Road
5341,Al Swaad Take Away,Yes,No,3.1,12,Richmond Road,Quick Bites,"North Indian, South Indian, Arabian",350,Delivery,Brigade Road
5343,CafMor'ish,Yes,No,4.1,114,Richmond Road,Cafe,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",700,Delivery,Brigade Road
5344,Ambur Star Briyani,Yes,No,3.7,17,Indiranagar,Casual Dining,"North Indian, Chinese, Biryani",500,Delivery,Brigade Road
5345,Airlines Hotel,Yes,No,4.0,867,Lavelle Road,Quick Bites,"South Indian, North Indian, Street Food",400,Delivery,Brigade Road
5346,Just Bake,Yes,No,3.4,6,Ulsoor,Bakery,"Bakery, Desserts",400,Delivery,Brigade Road
5347,Pai Vihar,Yes,No,2.8,54,Vasanth Nagar,Quick Bites,"South Indian, Street Food, Chinese, Fast Food",400,Delivery,Brigade Road
5348,Crunch Pizzas,Yes,No,2.9,330,Domlur,Delivery,"Italian, Pizza",600,Delivery,Brigade Road
5349,Eat At Nite,Yes,No,3.2,56,Frazer Town,"Takeaway, Delivery","North Indian, Chinese, Rolls",400,Delivery,Brigade Road
5350,Height's Cafe - Hotel Bangalore International,Yes,No,3.2,2,Race Course Road,Casual Dining,"Continental, South Indian",1000,Delivery,Brigade Road
5351,Yauatcha Ptisserie,Yes,No,3.9,53,MG Road,Dessert Parlor,Desserts,600,Delivery,Brigade Road
5352,Frozen Bottle,Yes,No,4.0,35,Brigade Road,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Delivery,Brigade Road
5353,Sri Udupi Park,Yes,No,3.8,106,Residency Road,Quick Bites,"South Indian, Chinese",200,Delivery,Brigade Road
5354,Ramji Chaiwale,Yes,No,3.8,41,Ulsoor,Quick Bites,"Beverages, Fast Food",250,Delivery,Brigade Road
5355,Gelato Italiano,Yes,No,3.2,4,Kammanahalli,"Dessert Parlor, Bakery","Ice Cream, Desserts, Bakery",200,Delivery,Brigade Road
5356,Chantilly,Yes,No,4.1,115,Indiranagar,"Cafe, Bakery","Cafe, Bakery",450,Delivery,Brigade Road
5357,3 Spice,Yes,No,3.9,157,Wilson Garden,Casual Dining,"North Indian, Chinese",450,Delivery,Brigade Road
5358,Ghar Ka Bhojan,Yes,No,3.3,7,Domlur,Delivery,"North Indian, Healthy Food",200,Delivery,Brigade Road
5360,Cafe Terra,Yes,No,4.2,391,Indiranagar,Cafe,"Cafe, Continental, Fast Food",500,Delivery,Brigade Road
5361,Ascharya Hotel,Yes,No,3.4,11,Koramangala 5th Block,Quick Bites,"Mangalorean, South Indian",300,Delivery,Brigade Road
5362,Charminar Kabab Paradise,Yes,No,4.0,104,Frazer Town,Casual Dining,"North Indian, Chinese, Mughlai, Kebab",500,Delivery,Brigade Road
5363,Cream Stone,Yes,No,4.0,78,Frazer Town,Dessert Parlor,"Desserts, Beverages",500,Delivery,Brigade Road
5364,EatWater,Yes,No,4.2,121,Lavelle Road,"Casual Dining, Bar",North Eastern,1000,Delivery,Brigade Road
5365,The Coffee Bean & Tea Leaf,Yes,No,3.8,260,MG Road,Cafe,Cafe,700,Delivery,Brigade Road
5366,Sherlock's Cafe,Yes,No,3.7,40,Frazer Town,Cafe,"Cafe, Fast Food",350,Delivery,Brigade Road
5368,Step Right Up,Yes,No,4.1,152,Vasanth Nagar,Cafe,"Cafe, Italian",300,Delivery,Brigade Road
5369,Zaks Mediterranean Cuisine,Yes,No,3.9,256,Frazer Town,Casual Dining,"Mediterranean, Arabian, Lebanese, Rolls",700,Delivery,Brigade Road
5370,Paratha Xpress,Yes,No,3.5,7,Ulsoor,Quick Bites,"North Indian, Chinese",200,Delivery,Brigade Road
5371,Meat And Eat,Yes,No,3.1,4,Wilson Garden,Quick Bites,"Fast Food, Burger",500,Delivery,Brigade Road
5372,The ThickShake Factory,Yes,No,2.8,19,Cunningham Road,Beverage Shop,"Beverages, Juices",350,Delivery,Brigade Road
5373,The Chariot,Yes,No,2.9,50,Brigade Road,Quick Bites,"South Indian, North Indian, Chinese",350,Delivery,Brigade Road
5374,The J,Yes,No,4.0,134,Church Street,Quick Bites,"Fast Food, Beverages",450,Delivery,Brigade Road
5375,ZOROY Luxury Chocolate,Yes,No,4.0,68,Church Street,Dessert Parlor,Desserts,250,Delivery,Brigade Road
5376,Kanteen 038,Yes,No,3.9,51,Indiranagar,Quick Bites,"Tea, Beverages, Fast Food",200,Delivery,Brigade Road
5377,Donne Biriyani Mane,Yes,No,3.5,62,Church Street,Quick Bites,"Biryani, Kebab",400,Delivery,Brigade Road
5378,Desi Inn,Yes,No,3.5,13,Shanti Nagar,Quick Bites,North Indian,300,Delivery,Brigade Road
5379,A2B - Adyar Ananda Bhavan,Yes,No,3.9,184,Shanti Nagar,Casual Dining,"South Indian, Fast Food, Street Food",400,Delivery,Brigade Road
5380,Le Rock,Yes,No,4.0,1203,Brigade Road,"Bar, Quick Bites","Continental, Chinese",2000,Delivery,Brigade Road
5381,Bangalore Bytes,Yes,No,3.5,121,Brigade Road,Quick Bites,"Fast Food, South Indian, Biryani",300,Delivery,Brigade Road
5382,Milk N Shakes,Yes,No,3.7,45,Koramangala 8th Block,Beverage Shop,Beverages,300,Delivery,Brigade Road
5383,Siridhanya Upahara Darshini,Yes,No,3.4,5,Frazer Town,Casual Dining,South Indian,400,Delivery,Brigade Road
5384,Hotel Chandrika,Yes,No,3.8,208,Cunningham Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Delivery,Brigade Road
5385,Gowdru Hotel,Yes,No,3.9,200,Indiranagar,Quick Bites,"South Indian, Biryani",400,Delivery,Brigade Road
5386,Cafe Braqa,Yes,Yes,4.0,144,Indiranagar,Cafe,"Cafe, Italian, Continental, Beverages",700,Delivery,Brigade Road
5387,Sri Srinivas Park Hotel,Yes,No,4.0,0,BTM,Quick Bites,"North Indian, South Indian",250,Delivery,Brigade Road
5388,Naachiyar's,Yes,No,3.9,117,Ulsoor,Casual Dining,Chettinad,600,Delivery,Brigade Road
5389,Dindigul Thalappakatti,Yes,No,3.9,0,MG Road,Casual Dining,"Biryani, Chinese, North Indian, South Indian",800,Delivery,Brigade Road
5390,BLOW,Yes,Yes,4.2,937,Church Street,Cafe,"Cafe, Continental, American, Burger",750,Delivery,Brigade Road
5391,Cobaja,Yes,Yes,4.3,61,Brigade Road,Casual Dining,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",700,Delivery,Brigade Road
5392,Brownie Heaven,Yes,No,4.2,33,Cunningham Road,Dessert Parlor,"Desserts, Fast Food",300,Delivery,Brigade Road
5393,Bread and Circus,Yes,No,3.7,50,Shanti Nagar,Cafe,"Cafe, Fast Food, Pizza, Burger",550,Delivery,Brigade Road
5394,Kadamba Foodline,Yes,No,3.7,29,Ulsoor,Casual Dining,"Chinese, North Indian, South Indian",400,Delivery,Brigade Road
5395,The Bundle Co.,Yes,No,4.4,222,MG Road,Quick Bites,"Burger, Continental, Italian, Beverages",700,Delivery,Brigade Road
5396,Tea Break Lounge,Yes,No,3.3,5,Brigade Road,Quick Bites,"Beverages, Fast Food",400,Delivery,Brigade Road
5397,The Grill House,Yes,Yes,4.1,765,Ulsoor,"Casual Dining, Bar","American, Mexican, Italian, Steak",1200,Delivery,Brigade Road
5398,Mountain Spice,Yes,No,3.9,186,Koramangala 8th Block,Quick Bites,"Chinese, Nepalese, Tibetan, Momos",400,Delivery,Brigade Road
5399,Kabab Nation Corner,Yes,No,3.5,75,Brigade Road,Quick Bites,"Chinese, Arabian, Fast Food",500,Delivery,Brigade Road
5400,Petoo,No,No,3.7,32,Commercial Street,Casual Dining,"North Indian, Fast Food, Street Food",800,Delivery,Brigade Road
5401,The Grand Taj,Yes,No,3.2,35,Shivajinagar,Quick Bites,"North Indian, Chinese",350,Delivery,Brigade Road
5402,Kumbakonam Degree Coffee,Yes,No,3.8,66,Indiranagar,Quick Bites,"South Indian, Fast Food",200,Delivery,Brigade Road
5403,C Sharp Kitchen,Yes,No,3.4,50,Church Street,Casual Dining,"North Indian, Chinese, European",600,Delivery,Brigade Road
5404,Nossa Goa,Yes,Yes,4.1,294,Richmond Road,Casual Dining,"Goan, Seafood, Konkan, Desserts",1000,Delivery,Brigade Road
5405,Shyvan Restaurant,Yes,No,3.6,82,Shanti Nagar,Casual Dining,"North Indian, Chinese",500,Delivery,Brigade Road
5406,Red Lantern,Yes,No,3.7,162,Cunningham Road,Casual Dining,"Chinese, Thai",700,Delivery,Brigade Road
5407,ROYCE' Chocolate,Yes,No,3.5,6,MG Road,Confectionery,Desserts,1000,Delivery,Brigade Road
5408,Kitchen On Table,Yes,No,4.0,48,Brigade Road,Casual Dining,"Japanese, Sushi, Asian",1500,Delivery,Brigade Road
5409,Chung Wah Express,Yes,No,2.8,94,Indiranagar,Casual Dining,"Chinese, Thai, Momos, Vietnamese",600,Delivery,Brigade Road
5410,Ujwal Restaurant,Yes,No,3.9,134,Vasanth Nagar,Casual Dining,"Seafood, North Indian, Chinese",550,Delivery,Brigade Road
5411,GMT - Gelateria Montecatini Terme,Yes,No,4.4,69,Lavelle Road,Quick Bites,"Desserts, Ice Cream",300,Delivery,Brigade Road
5412,Trick Or Treat,No,No,4.2,618,Brigade Road,Cafe,"Cafe, Burger, Continental, Pizza, Steak",500,Delivery,Brigade Road
5414,Gokul Kuteera,Yes,No,3.9,257,Indiranagar,Casual Dining,"North Indian, Chinese, South Indian",650,Delivery,Brigade Road
5415,The Souk,Yes,No,3.7,66,Ulsoor,Cafe,"Cafe, Mediterranean, Italian, Pizza, Continental",800,Delivery,Brigade Road
5416,Cafe Imroze,Yes,No,3.6,95,Infantry Road,"Cafe, Casual Dining","Cafe, Burger, Italian, Fast Food",650,Delivery,Brigade Road
5417,Caffe Maven,Yes,No,3.4,25,Residency Road,Quick Bites,"Chinese, North Indian",300,Delivery,Brigade Road
5418,Happy Belly Bakes,Yes,No,4.2,115,MG Road,"Cafe, Bakery","Cafe, Bakery",500,Delivery,Brigade Road
5420,Bubbles,Yes,No,3.7,21,Frazer Town,Cafe,Cafe,450,Delivery,Brigade Road
5421,Popat,Yes,No,3.2,41,Indiranagar,Quick Bites,North Indian,300,Delivery,Brigade Road
5422,Tea Journey,Yes,No,3.8,71,Indiranagar,Cafe,Cafe,500,Delivery,Brigade Road
5423,Baba Da Dhaba,No,Yes,4.1,373,Brigade Road,Casual Dining,North Indian,650,Delivery,Brigade Road
5424,Momo Time,Yes,No,4.1,0,Ulsoor,"Takeaway, Delivery","Momos, Chinese",300,Delivery,Brigade Road
5426,Ging - Royal Orchid Central,Yes,Yes,4.3,225,MG Road,"Bar, Casual Dining",Asian,2000,Delivery,Brigade Road
5427,Masala Central,Yes,No,3.7,74,Frazer Town,Quick Bites,North Indian,300,Delivery,Brigade Road
